gene,log2FC,pvalue,neglog10p
MTLN,0.0932934885015701,1.677264257098666e-58,10.0
LINC01106,0.08905191599895493,9.24163716980779e-49,10.0
LIMS4,0.0010132353669365464,0.10234677057594599,0.9899258559789326
AC112229.2,0.003546804841773134,0.01932095387945291,1.713971433935858
RGPD6,0.01798410996538182,2.1518138709668384e-15,9.999990654891642
AC226101.1,0.0007598784194528875,0.08326450676424414,1.0795400857228503
BUB1,0.03666055250689974,5.686638487775767e-16,9.999997530331306
ACOXL,0.33289392012784247,5.50145819251275e-102,10.0
MIR4435-2HG,0.443831276331275,3.186094668917904e-137,10.0
ACOXL-AS1,0.0010134277899346354,0.2477525257871246,0.6059819091000104
BCL2L11,0.033214356539901756,6.194990843784316e-10,9.142969754402355
AC108463.3,0.0002539075955579483,0.8306693109625389,0.08057183417469663
AC068491.2,0.001519756838905775,0.01428738127359978,1.84504736247627
AC068491.3,0.0031901178292830755,0.18068278893119458,0.7430832142612463
AC017002.6,0.0053197262051644795,0.001008514953773717,2.996317614831421
AC017002.5,0.003694843353270141,0.01156775606032767,1.9367508745568303
AC017002.3,-0.0011609797943567162,0.09431155013585371,1.025435116419418
AC017002.1,0.010639131705332145,3.0921144042368274e-07,6.5096040165600595
ANAPC1,0.4464058237556405,5.6869442260395856e-241,10.0
MERTK,0.4915634171727286,1.424332447646573e-263,10.0
AC093675.1,0.014228630001695657,9.572182920147522e-09,8.014475498700273
TMEM87B,0.6097570356321905,0.0,10.0
FBLN7,0.00492358066292926,0.1895145279354097,0.722357491744634
ZC3H8,0.29255128141244235,1.6608192595109115e-156,10.0
AC092645.2,-0.0037984299822739933,0.00010621712564280393,3.9738050463903947
ZC3H6,0.508767201273181,4.927310869306225e-274,10.0
RGPD8,0.1508942381590723,9.531552257660697e-85,10.0
TTL,0.08088378266625988,3.4563943521040373e-35,10.0
POLR1B,0.16290801453066978,1.1380924491294658e-91,10.0
CHCHD5,0.04084878247799583,2.404000297950546e-28,10.0
AC012442.2,0.009773998990891968,7.797086622431151e-07,6.108011944906572
AC079922.2,0.05133942668483542,3.195106243127294e-35,10.0
SLC20A1,0.570839014837653,3.09486847996246e-303,10.0
NT5DC4,0.0007600708424509763,0.3169358553227422,0.499028625652303
CKAP2L,0.016575056704256397,4.587240221168298e-09,8.32908278830731
IL1A,0.0008031757639575107,0.41308773037505275,0.38395770423937653
AC079753.2,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
IL1B,-0.002601948576542408,0.2304875146025836,0.637352594971212
IL37,0.00808240065422272,2.211023775848334e-05,4.6554046230691775
IL36G,0.0012664640324214793,0.025328755274128856,1.596386150415858
IL36B,0.00025329280648429586,0.31737180895174844,0.49843165261899913
IL36RN,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
IL1RN,0.00876105770803226,2.728617817375387e-05,4.564055697706138
PSD4,0.22280421242346093,5.609430214838052e-99,10.0
PAX8-AS1,0.6874894476419681,0.0,10.0
PAX8,0.05828988559244405,3.0752300584883635e-35,10.0
AC016745.1,0.1222723948688188,8.078637618212422e-45,10.0
IGKV1OR2-108,-0.0002532286654849329,0.3173717934256069,0.4984316738651135
AC016745.2,0.000760263265449065,0.4379290593067339,0.35859623562253
CBWD2,0.42321937787684266,2.2916346826142084e-241,10.0
FOXD4L1,0.0010132995079359093,0.1570593104329621,0.8039363133677612
PGM5P4-AS1,0.0010132353669365464,0.10234677057594606,0.9899258559789323
FAM138B,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AL078621.4,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
RABL2A,0.3581063260837735,1.1392118943086278e-186,10.0
AC017074.1,0.024633952359622256,5.5451447393636756e-14,9.999759244168963
SLC35F5,0.7419037858432087,0.0,10.0
AC104653.2,1.9242299808880023e-07,0.999752457466479,0.00010751962129853093
AC104653.1,0.0018787904474522857,0.15664524214150627,0.8050827913321575
AC110769.2,0.06795873194942748,1.1828113929609586e-40,10.0
ACTR3,0.4928518809310456,2.5806480493242106e-256,10.0
LINC01191,0.010770611542069517,0.0005748010952750692,3.2404823374396434
DPP10,0.9461874552691241,0.0,10.0
AC093610.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
DPP10-AS1,0.04488297357784463,1.9967951270313505e-28,10.0
AC016721.1,0.0022796352583586625,0.002689694569072851,2.5702970177905393
AC064856.1,0.004559334657716688,5.582587861852218e-05,4.253163655092192
AC009312.1,0.005826183536134346,0.0001500677471264966,3.8237123478056687
DDX18,0.2688905454883054,1.1159570344369903e-139,10.0
AC009404.1,0.060722017788733984,1.4660068266548957e-27,10.0
CCDC93,0.5891524314230572,0.0,10.0
AC009303.2,0.006839547185069617,7.770840318166424e-05,4.109531456323632
INSIG2,0.8916323120970878,0.0,10.0
THORLNC,0.3700409664959454,1.2295597901591532e-214,10.0
MARCO,-0.013580919969297639,0.0028414469056661567,2.5464604393417147
AC013457.1,0.0009896514245881466,0.2143604442487327,0.6688553513765008
C1QL2,0.0025331846288404103,0.018276064326387037,1.7381173196481194
STEAP3,0.42362134873670715,4.227922720170565e-224,10.0
STEAP3-AS1,0.004411718512295245,0.004364028289591252,2.36011243283101
C2orf76,0.09532680964033124,3.148385322597804e-53,10.0
DBI,0.2046442132901326,2.6219365686318138e-126,10.0
TMEM37,0.16728048988502736,9.143685406372588e-88,10.0
SCTR,2.010473121304311,0.0,10.0
AC013275.1,0.05735711187904951,2.4150806281821487e-36,10.0
CFAP221,1.6960791758726936,0.0,10.0
TMEM177,0.0797354195669765,1.0809463020781326e-47,10.0
PTPN4,1.062167787667868,0.0,10.0
EPB41L5,1.0056854672176656,0.0,10.0
AC012363.1,0.01927610971032096,9.420147074915489e-11,9.7117474853661
TMEM185B,0.029025380200767014,1.64354951254789e-18,9.999999992862156
RALB,0.15363074462242526,3.107739594073103e-76,10.0
AC012363.2,0.001161466301431643,0.1369084898577994,0.8635696195979446
INHBB,0.0007217184831064404,0.5527412284570752,0.25747814050770346
AC073257.2,0.0005066497539679547,0.3171649438960121,0.49871482094599107
AC073257.1,0.0017732420683881597,0.05199019433895341,1.284078558338557
GLI2,0.0032783070653297844,0.5596257263924237,0.25210232881766365
TFCP2L1,0.33241294061509885,1.672751784506414e-169,10.0
CLASP1,1.1248251519870547,0.0,10.0
AC012447.1,0.006375809929610107,8.150446644824564e-05,4.088818058404586
NIFK-AS1,0.23403955445988128,1.7279722664283883e-104,10.0
NIFK,0.11954044945172895,3.1612658162335015e-67,10.0
TSN,0.11631167542939416,9.578583999967154e-71,10.0
AC011246.1,0.06302196188840335,4.116386415825571e-28,10.0
LINC01826,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AC073409.2,0.001519756838905775,0.01428738127359978,1.84504736247627
CNTNAP5,0.04642260870171634,1.420845327413813e-27,10.0
LINC01889,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AC142116.2,0.008358855036979852,1.1711084287961585e-07,6.931032210971773
GYPC,-0.012977693512665733,0.00021481863760827757,3.6679278398953636
AC012508.2,0.0010131712259371835,0.04548657234186341,1.3421167874098325
AC012508.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
BIN1,0.08036016948052972,2.495603371416736e-27,10.0
AC110926.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
CYP27C1,0.01501240308860275,6.620319821639488e-09,8.172610058275326
ERCC3,0.24541621301411687,6.273788681633463e-113,10.0
AC068282.1,0.027419146974959705,2.628534994245384e-19,9.999999998858442
MAP3K2,0.680102496023051,0.0,10.0
MAP3K2-DT,0.007599618027520594,5.704959909452187e-05,4.243746641901916
AC068282.2,0.0012665923144202051,0.09537502629666868,1.0205653288386258
PROC,0.014333435309687406,9.480763224365854e-10,8.979607090247196
IWS1,0.754914640600796,0.0,10.0
AC010976.1,0.008000692781504445,3.389842662464411e-06,5.469807647397479
MYO7B,-0.00038563337904494715,0.8016214993726035,0.09603064355130059
LIMS2,0.011949609532410647,7.99739331295705e-06,5.0970461143757175
GPR17,0.00025329280648429586,0.31737180895174844,0.49843165261899913
WDR33,1.0501874856549411,0.0,10.0
SFT2D3,0.030736499516594393,2.534884308191072e-19,9.999999998899114
POLR2D,0.1689108903459585,8.310370185583693e-99,10.0
AMMECR1L,0.15185219543646652,7.073888876754293e-79,10.0
AC012306.2,0.04298076407085366,1.8819679514091758e-28,10.0
AC012306.3,0.0030403475108032683,0.050943017845706505,1.2929153303118825
SAP130,0.32551453782942696,4.428408727229296e-158,10.0
UGGT1,0.4476037526899896,4.080327269168518e-226,10.0
HS6ST1,0.0923559730198713,1.5396437109744616e-37,10.0
LINC02572,0.0924540582209941,5.317181706256532e-52,10.0
AC079776.5,0.0017730496453900709,0.00813481783337502,2.0896521626306757
POTEF,0.0009080452129486211,0.09147215015580787,1.038711111739753
CCDC74B,0.0025329280648429585,0.0015578704714304579,2.80746862654052
SMPD4,0.20506873437749987,1.1081173920131329e-98,10.0
MZT2B,0.029626051398358128,4.237648092943638e-12,9.981975396142168
CCDC115,0.062889014340172,6.014522889432962e-35,10.0
IMP4,0.08864986823082124,7.325357833037399e-51,10.0
PTPN18,0.365504898126353,1.50955225133295e-203,10.0
POTEI,0.00025335694748365885,0.5635565583937999,0.24906249166907551
AC013269.2,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AC013269.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC140481.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
ARHGEF4,0.008741334325985024,6.045811151629436e-07,6.21847359466278
FAM168B,0.42195531850228807,2.907797855053266e-217,10.0
PLEKHB2,0.2367018913371921,4.5029014821151863e-135,10.0
POTEE,0.0007598784194528875,0.08326450676424414,1.0795400857228503
AC073869.5,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
AC073869.3,0.0037994562382638007,0.0002707935484990158,3.567361526302176
MZT2A,0.1095604220956155,4.562308207396019e-51,10.0
TUBA3D,0.0010131712259371835,0.04548657234186341,1.3421167874098325
CCDC74A,0.0032316833668048993,0.05801492990920101,1.2364602273643857
LINC01087,0.00025329280648429586,0.31737180895174844,0.49843165261899913
C2orf27A,0.05680721120246414,4.377783269409098e-23,9.99999999999981
AJ239322.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC093787.2,0.004052684903748734,6.246474956700214e-05,4.204364301591097
ANKRD30BL,0.02060069675384392,1.1164958868441982e-10,9.674382571188366
AC097532.1,0.00202640659287373,0.01136395926251538,1.9444703279820905
AC097532.2,0.0010131712259371835,0.04548657234186347,1.342116787409832
AC097532.3,0.0128563610262126,9.732309893399953e-10,8.969306795648766
GPR39,1.123329545872959,0.0,10.0
LYPD1,0.0025331204878410473,0.012324245369703115,1.9092396601541997
AC010974.1,0.006987521555567261,2.208140248353696e-05,4.65597137939804
NCKAP5,0.46180254063103127,4.711230689374127e-180,10.0
AC010974.2,0.013535403845286714,1.7114189205242993e-08,7.764113427910302
NCKAP5-AS2,0.004559436318795436,0.00031395596448103213,3.5031311235461953
NCKAP5-IT1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC011243.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC092623.1,-0.0002531645244855699,0.5638199207243172,0.24885958374778447
MGAT5,1.1784071976789994,0.0,10.0
TMEM163,2.153409531976318,0.0,10.0
AC110620.2,0.01310997453769371,6.724459174013383e-09,8.165931759971928
CCNT2-AS1,0.16636629718770232,2.4586865876137844e-86,10.0
ACMSD,0.02088092185425127,2.5143468081471593e-14,9.999890817031181
CCNT2,0.713325599443347,0.0,10.0
MAP3K19,0.00040178030497684436,0.6536354429947064,0.18466440640967896
RAB3GAP1,0.7462113580277594,0.0,10.0
ZRANB3,0.3061061365547339,1.725437797257002e-139,10.0
R3HDM1,0.4960618401303637,1.3678354441312788e-250,10.0
UBXN4,0.8461288608709838,0.0,10.0
LCT,0.18295426428527978,2.3076428665474245e-106,10.0
MCM6,0.05462137013101044,1.3175832169919795e-26,10.0
DARS,0.4559242050359471,2.1871834250109936e-247,10.0
DARS-AS1,0.0830762244502078,2.1881477400125077e-48,10.0
CXCR4,-0.009813233654117907,8.776561642395021e-07,6.056626111921511
THSD7B,0.16358934158453922,4.000805019622208e-39,10.0
HNMT,0.8210178953082045,0.0,10.0
AC114763.1,0.32970055652560915,3.060842189249016e-183,10.0
AC114763.2,0.0007599425604522506,0.1795738702332344,0.7457568569541697
SPOPL,0.2467155777358307,3.742118437484371e-139,10.0
AC092620.1,0.007093096555551365,0.00017241032338136196,3.763436481665789
LINC02631,0.0052146001921759165,0.0010254978298466623,2.989065211996813
NXPH2,0.0005066497539679547,0.31716494389601185,0.4987148209459914
AC023468.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AC062021.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LRP1B,0.008044310831005885,0.00014688780831006345,3.833013953497381
KYNU,0.26484325815274634,9.977622892023032e-110,10.0
ARHGAP15,-0.24416723746887448,2.261592934937048e-59,10.0
AC079793.1,-0.0002525231144919408,0.8417521170502944,0.07481578261372718
AC092652.3,-0.0010127863799410056,0.15721698152467725,0.8035005459074636
AC092652.1,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
AC092652.2,0.0014147591079159388,0.08478664224579968,1.0716725629845119
AC079584.2,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
AC079584.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC016910.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
GTDC1,0.3943826989725051,4.688375703737097e-180,10.0
ZEB2,-0.0660734548987528,2.3134268325734732e-08,7.633870999410602
ZEB2-AS1,0.0005069063179654065,0.5631762583602739,0.249355661815209
LINC01412,0.0012665281734208422,0.05867778717693929,1.2315262716442634
TEX41,0.0034988228941617034,0.3531690177901698,0.4520174023467687
AC092484.1,0.0008414204900930502,0.18888333337506763,0.7238063612901271
AC079163.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC079248.1,0.0,,
AC018678.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
ACVR2A,0.4769736658198646,3.938995357812489e-279,10.0
AC009480.1,0.0010131712259371835,0.04548657234186341,1.3421167874098325
ORC4,0.5286188252828714,0.0,10.0
MBD5,1.2963144744931752,0.0,10.0
EPC2,0.673960569081492,0.0,10.0
AC105402.3,0.003947943736756348,0.0034541995105342245,2.461652569128522
KIF5C,0.0005715257469001804,0.8219726527744634,0.08514263124739967
AC105402.4,0.005511008819326155,0.0017534388906382604,2.7561093404127015
LYPD6B,0.00029772896721688355,0.8703278440991612,0.06031712197163064
LYPD6,0.0026382840209089957,0.015371348635594176,1.8132880243201934
MMADHC,0.15906312793789273,1.1718282617062706e-86,10.0
AC007364.1,0.06198698179578693,1.6532490035942824e-29,10.0
LINC01931,0.0025335053338372254,0.0582717688081001,1.2345417981898132
RND3,0.002261039793379983,0.08868699510047937,1.0521400591620331
LINC02612,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC023469.2,0.0005065856129685917,0.15732549492643716,0.8032008930658616
AC023469.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC018731.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
RBM43,0.05763661932812448,6.414161747390394e-31,10.0
NMI,0.16890987952981767,2.3123938443057773e-91,10.0
TNFAIP6,-0.0005062273878923909,0.5956351911133663,0.22501965125182338
RIF1,0.5534778166086429,5.4344862646206e-284,10.0
NEB,1.1069947767303652,0.0,10.0
ARL5A,0.33270615715996216,5.104120320575873e-178,10.0
AC097448.1,0.0012664640324214793,0.025328755274128856,1.596386150415858
CACNB4,1.0969342961802098,0.0,10.0
AC079790.1,0.008043861844010344,1.1052163335969172e-05,4.956548775945553
STAM2,0.4872628406975297,1.0297370398985424e-286,10.0
AC079790.2,0.009118990020430191,5.471927530166673e-07,6.261780302534837
FMNL2,1.378056584560369,0.0,10.0
AC012066.2,0.00025335694748365885,0.5635565583938,0.24906249166907543
AC012443.2,0.006839932031065796,0.0004161866499795332,3.380711750415535
PRPF40A,0.4625695680347167,3.870825388671344e-260,10.0
ARL6IP6,0.2693680773488029,3.91011556880598e-152,10.0
LINC01850,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AC012501.2,0.02258789650559167,1.0901120090340397e-13,9.999526828228104
RPRM,0.0012664640324214793,0.025328755274128856,1.596386150415858
GALNT13,0.2075788704322382,3.431602282473627e-107,10.0
KCNJ3,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
AC073225.1,0.0010131712259371835,0.04548657234186341,1.3421167874098325
LINC01876,1.7938098025157145,0.0,10.0
AC074099.1,0.01199154901676924,2.629107947531872e-08,7.578542845453074
NR4A2,0.057237592912719376,1.5658715419625902e-27,10.0
GPD2,0.6773866921048702,0.0,10.0
AC096589.1,0.0012665281734208422,0.058677787176939306,1.2315262716442632
AC108057.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
GALNT5,0.43157303261633706,8.309253200694701e-236,10.0
ERMN,-0.004811152221215636,0.0001413292616967142,3.849767602495587
CYTIP,-0.02168381792501635,0.001357122961347821,2.8673807695539097
ACVR1C,0.04627547998263823,3.542756750340387e-24,9.999999999999984
AC019186.1,0.036648379767746896,1.7611687491511157e-23,9.999999999999924
ACVR1,0.6024023329402884,0.0,10.0
UPP2,0.26144208568471783,1.1401088986354936e-115,10.0
AC013731.1,0.002786413294325343,0.007563341375490451,2.1212862913038313
AC091488.1,0.0025331204878410473,0.012324245369703108,1.9092396601541999
CCDC148-AS1,0.0032928706252952087,0.0007805842998802016,3.1075801324214694
CCDC148,0.34419843712635334,1.954121967699268e-181,10.0
PKP4,1.2303626126220746,0.0,10.0
PKP4-AS1,0.028862479421862163,3.3235524020034893e-18,9.999999985565996
AC005042.2,0.0015199492619038637,0.0830009266561953,1.080917058432906
DAPL1,0.01306757608644857,3.716539864796016e-07,6.429744365652517
AC064843.1,-0.0002531645244855699,0.5638199207243172,0.24885958374778447
TANC1,1.2471082346402607,0.0,10.0
WDSUB1,0.4554156415126486,1.1903230025195063e-266,10.0
BAZ2B,1.4007928290634566,0.0,10.0
AC008277.1,0.0015198851209045012,0.05761153360867617,1.2394905630246664
AC009506.1,0.020709079437219398,6.016664847024565e-14,9.999738778142088
AC009961.1,0.1244137020612756,1.2118039266160448e-69,10.0
MARCH7,0.6963606782029663,0.0,10.0
CD302,0.20079655747175526,7.621105915375528e-113,10.0
AC009961.4,0.0042011724022412815,0.0015373755335751891,2.813220006503189
LY75,0.29811145685800766,3.96423048329665e-135,10.0
PLA2R1,0.11967167488480994,3.8768434727495625e-48,10.0
ITGB6,0.8577528951511786,0.0,10.0
AC092153.1,0.4528222932973202,2.9199893210702324e-227,10.0
LINC02478,0.03068843365790651,1.799746188331978e-20,9.999999999921839
RBMS1,0.8663819209851809,0.0,10.0
AC009313.1,0.018176317174454556,2.572324947425073e-11,9.90058440262663
TANK,0.8470601173117751,0.0,10.0
AC009299.3,0.07653099494096101,5.894559224191349e-51,10.0
LINC01806,0.09586742055670117,9.443227276772722e-69,10.0
PSMD14,0.35731402527989187,9.319949240172636e-206,10.0
SLC4A10,0.007284983059627284,0.0018981223190622492,2.721675781261353
AC062022.2,1.2828199872597524e-07,0.9997979079754883,8.77762773898245e-05
DPP4,1.368142533404537,0.0,10.0
AC008063.1,0.04334031172666347,2.4414123851768952e-25,9.999999999999998
AC008063.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC007750.1,0.0020264707338730928,0.020820656901907,1.6815055703201565
FAP,0.09180620808459355,6.649832986336318e-27,10.0
IFIH1,0.23146116159392113,3.0030081099835214e-120,10.0
GCA,0.22592964242290575,3.667136477056116e-136,10.0
KCNH7,0.0007605198294465174,0.5306840747087588,0.2751639448304826
FIGN,0.004613494881527323,0.09935142760722133,1.0028258875786968
AC016766.1,0.0033745409779340975,0.004826605142843272,2.3163582196949912
GRB14,0.7562077326939938,0.0,10.0
COBLL1,0.993602572285836,0.0,10.0
AC019197.1,0.1776324648646742,1.174537283994766e-89,10.0
SLC38A11,0.05301414748028501,7.890398488616044e-29,10.0
SCN3A,-0.000572558026671124,0.6568414073643205,0.18253947698114853
SCN2A,0.019022672669816682,1.888499320805753e-10,9.539327730241435
CSRNP3,0.19196726336979159,1.267631711109227e-104,10.0
GALNT3,0.36948013299989596,3.0022977629219535e-218,10.0
AC009495.3,0.06331811270433649,5.2024584750028685e-37,10.0
AC009495.1,0.08681224941427199,5.52491685851087e-55,10.0
AC009495.2,0.0017731779273887967,0.034676379412514335,1.4599662525977086
TTC21B,0.4686628480227174,1.374293008353999e-254,10.0
TTC21B-AS1,0.00987867601688499,1.1509030998994301e-08,7.935204029129004
SCN1A-AS1,0.006839648846148366,0.00022831794726524738,3.6414597586020383
SCN1A,0.00819170793250926,1.0353702750244656e-06,5.984862363770182
SCN9A,0.0696469980673803,8.616680459358212e-29,10.0
SCN7A,0.002078847938568336,0.5651338446238023,0.24784868290446221
XIRP2,0.02562728190140449,2.1393296144000343e-16,9.999999070901948
AC073050.1,0.0035895249172834907,0.009595245076582562,2.0179439237449226
AC016723.1,0.004096174671251446,0.004195963308152454,2.377168307825183
STK39,1.2512141918949427,0.0,10.0
CERS6,1.2530660119822812,0.0,10.0
CERS6-AS1,0.0007598784194528875,0.08326450676424414,1.0795400857228503
NOSTRIN,0.49627044637239726,1.163359188458588e-227,10.0
SPC25,0.037040044290183635,2.9450099411262436e-19,9.999999998720998
ABCB11,-0.00014806513241698445,0.7550665557625131,0.12201476549680959
DHRS9,-0.0023444797549926396,0.264633760247236,0.5773547519957122
LRP2,0.038769119783532216,1.8441969876743282e-16,9.999999199076163
BBS5,0.12528223119317178,2.018057225170692e-77,10.0
KLHL41,0.0049621412186833394,0.01588132494606352,1.799113265373252
FASTKD1,0.30631532455137467,1.0666238730786471e-182,10.0
PPIG,0.314619009270686,2.41965910372512e-161,10.0
CCDC173,0.02721404922843041,2.1566210403813017e-16,9.999999063392393
PHOSPHO2,0.18668532767480583,2.2727738524191772e-125,10.0
KLHL23,0.32752314329168103,1.3385694362826205e-194,10.0
SSB,0.0975793725043403,9.865544173181802e-53,10.0
METTL5,0.10280201061878261,3.698010491145986e-57,10.0
UBR3,1.006210111102564,0.0,10.0
MYO3B,0.08927163494439602,2.6520059452211263e-47,10.0
MYO3B-AS1,0.0005066497539679547,0.31716494389601163,0.4987148209459917
AC007277.1,0.3293152259818163,9.222395813528824e-159,10.0
AC007405.1,0.939294992353026,0.0,10.0
LINC01124,0.027844639504283675,1.7940346308221926e-18,9.999999992208606
SP5,0.03033935038317946,1.749813337044573e-19,9.999999999240066
AC007405.3,0.3741546741367998,8.571452698788614e-229,10.0
ERICH2,0.06409643168584934,3.902700219080942e-39,10.0
GAD1,0.07193257753909829,1.0354596566689787e-37,10.0
AC007405.2,0.002026342451874367,0.00466464569964041,2.3311813279307265
AC007405.4,0.0005067138949673177,0.413947921668354,0.38305429344745084
AC010092.1,0.00869858762955469,5.106993908967672e-06,5.291826156287501
GORASP2,0.46331315894760006,1.6737209675429354e-262,10.0
TLK1,0.6529349436304912,0.0,10.0
METTL8,0.1706013143090802,3.8753869873657435e-78,10.0
DCAF17,0.18174770440944976,2.2718253027870085e-96,10.0
CYBRD1,0.21257351469366603,1.169316815591473e-109,10.0
DYNC1I2,0.22064467887036587,2.9636648746755973e-117,10.0
SLC25A12,0.5608977998882106,0.0,10.0
HAT1,0.16305342354519226,3.956887668043887e-90,10.0
METAP1D,0.21492940308199193,7.168712746397785e-123,10.0
DLX1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC104088.1,0.10469374002293025,1.1085679210030792e-60,10.0
AC104088.2,0.00025335694748365885,0.5635565583937999,0.24906249166907551
ITGA6,0.3855470458056133,3.3049032829786316e-147,10.0
AC078883.2,0.0014146949669165759,0.05549494364807897,1.2557465844870865
ITGA6-AS1,0.00010548423806476309,0.9062179561027465,0.042767336768939665
AC078883.1,-0.0028487710265558547,0.686386896679885,0.16343101582151368
PDK1,0.027713526478489153,0.0003920287458949202,3.406681975958929
RAPGEF4,0.17520148856735618,1.272702007387212e-77,10.0
MAP3K20,0.60238339525707,0.0,10.0
MAP3K20-AS1,0.11802075504260957,3.420469835025039e-57,10.0
CDCA7,1.1416506746984683,0.0,10.0
AC106900.1,0.0026813514223361437,0.016430838326756528,1.7843402749810378
SP3,0.5830857142914319,4.2489970023375e-310,10.0
AC016737.1,0.00800056449950572,1.187278343276279e-06,5.9254108764823705
AC016737.2,0.011040206459315995,1.0629385470604945e-08,7.969425151693705
OLA1,0.6116983858530962,0.0,10.0
LINC01305,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
CIR1,0.22610955236854002,1.2164209121213434e-120,10.0
SCRN3,0.28738672355819866,8.422767911906382e-184,10.0
GPR155,0.07346521830251904,1.268751936673092e-26,10.0
AC010894.2,0.005319213077169575,1.160203193195712e-05,4.935462200323758
AC010894.3,0.002428571743846751,0.10194899328548142,0.991617057961261
WIPF1,-0.08421261056438303,3.327960260352337e-23,9.999999999999856
CHRNA1,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
CHN1,0.031840050774199644,4.4146766722515264e-11,9.841195094589116
ATF2,0.44977395048916513,2.0396137817628694e-260,10.0
AC096649.1,0.001519820979905138,0.03381160078401726,1.4709342661275935
ATP5MC3,0.0783885214212014,1.0181071184903237e-43,10.0
AC093459.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
LNPK,0.2414890215282232,9.152494453955547e-144,10.0
HOXD-AS2,0.0035892042122866764,0.0008364195555844644,3.077575769958179
HOXD9,-0.001160878133277967,0.31566127160175866,0.5007786981773551
HOXD8,0.0005065856129685917,0.15732549492643708,0.8032008930658618
HOXD3,0.03133360944690192,1.4344337034466137e-18,9.999999993770334
HOXD4,0.028140524104279595,4.652320391792019e-20,9.999999999797952
HAGLR,0.39737826918876507,5.084019671616414e-232,10.0
AC009336.1,0.0060792197786211895,1.130556520714956e-05,4.946703879378318
HAGLROS,0.0012664640324214793,0.025328755274128843,1.5963861504158583
HOXD1,0.5385716296523466,4.95331128547914e-183,10.0
MTX2,0.7868860617006126,0.0,10.0
LINC01117,0.012089328775260639,2.6596285985744818e-05,4.575177372883278
LINC01116,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AC092162.2,0.001161530442431006,0.176278124826927,0.7538015777345023
AC073636.1,0.0007598784194528875,0.1797455709881558,0.7453418017833073
AC074286.1,0.0021748940913662775,0.0762653652564163,1.1176726448698628
AC079305.3,0.03618615527535212,4.6990644228919125e-19,9.999999997959222
HNRNPA3,0.7060926331152036,0.0,10.0
NFE2L2,0.5780958375637767,0.0,10.0
AC079305.1,0.001773113786389434,0.01956644206268469,1.7084881365078177
AC019080.1,0.04152300170250993,1.1753183160691327e-27,10.0
AC019080.5,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
AC019080.6,0.0017730496453900709,0.00813481783337502,2.0896521626306757
AGPS,0.3781608469150316,1.730328579524886e-199,10.0
TTC30B,0.024254895543082113,1.2336754331593768e-17,9.99999994642216
AC073834.1,0.0005066497539679547,0.31716494389601163,0.4987148209459917
TTC30A,0.04566173064719363,5.14676992817047e-31,10.0
PDE11A,0.16702371694687085,5.635475309116009e-87,10.0
AC012499.1,0.0017730496453900709,0.008134817833375036,2.0896521626306748
RBM45,0.21522487983649283,6.63706902158529e-117,10.0
OSBPL6,0.9217697184436231,0.0,10.0
CHROMR,0.14763052875714344,5.46763407163435e-89,10.0
PRKRA,0.3244730982994228,1.3678684754190574e-200,10.0
PJVK,0.12150292070303077,2.697565307528575e-70,10.0
FKBP7,0.0293020545467106,3.275213902968609e-20,9.99999999985776
PLEKHA3,0.08875702105413785,2.0349130908537435e-45,10.0
TTN-AS1,1.038033936373032,0.0,10.0
