gene,log2FC,pvalue,neglog10p
TPBGL,-0.0004013579389012803,0.31737179342560706,0.4984316738651133
ARRB1,0.7099896725237406,0.0,10.0
AP001972.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
RPS3,0.0787612897521134,4.624908337553057e-35,10.0
KLHL35,0.016001706268005702,3.6675833630463873e-10,9.33090791680947
GDPD5,0.10618262536656287,3.470904242351283e-47,10.0
AP002815.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
SERPINH1,0.1353102557998178,2.022939232921149e-70,10.0
AP001922.5,0.003039706100809639,0.004627700130543973,2.3346347811889827
MAP6,0.03840830985187134,2.1224264455127804e-20,9.999999999907825
MOGAT2,0.0007598784194528875,0.0832645067642441,1.0795400857228505
AP001922.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
DGAT2,0.07307372930203758,1.9652288731433145e-39,10.0
AP003031.1,0.0002534852294823847,0.7051320102877029,0.1517295695107466
UVRAG-DT,0.007599040758526327,1.0650612561445744e-06,5.972584638842777
UVRAG,0.9324062448080586,0.0,10.0
AP003168.2,0.00025335694748365885,0.5635565583937999,0.24906249166907551
WNT11,0.010787656723904077,2.4423358960995925e-06,5.612176825904196
AP000785.1,0.0012665281734208422,0.05867778717693929,1.2315262716442634
LINC02761,0.0012667847374182941,0.19618046703204858,0.7073442356872744
THAP12,0.19187996825483306,1.7093597458695747e-101,10.0
GVQW3,0.20099266969952054,1.0526796982615085e-121,10.0
AP002360.1,0.04226366986791049,2.8489835875456274e-28,10.0
EMSY,0.485879626217981,1.178634406776888e-241,10.0
LINC02757,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AP001189.3,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
LRRC32,-0.0006110060749641615,0.610782011253903,0.2141137621931868
AP001189.4,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AP003119.1,0.0025331846288404103,0.01827606432638703,1.7381173196481197
TSKU,0.00779063317852541,2.470929260575257e-05,4.607137930082021
AP003119.2,0.0068396113260689815,0.00010864804061235844,3.96397770172912
AP003119.3,0.00025329280648429586,0.31737180895174844,0.49843165261899913
ACER3,0.5492888558422693,9.629933037883927e-275,10.0
AP002498.1,0.005467700575662124,0.00023091059579345946,3.636555950077643
B3GNT6,0.029767471286581353,4.705602811722519e-15,9.999979564307456
CAPN5,0.03713734292988667,1.2495105386691808e-19,9.999999999457344
MYO7A,0.10882466047602724,5.4438342667852674e-49,10.0
GDPD4,0.0015198851209045012,0.05761153360867617,1.2394905630246664
PAK1,0.591606951083688,0.0,10.0
AP003680.1,-0.0005064573309698658,0.15732548826910242,0.8032009114433268
CLNS1A,0.23160383040324795,1.4110545750578145e-115,10.0
AQP11,0.04063882453609555,2.801086976787879e-26,10.0
RSF1,0.6709596903051257,0.0,10.0
RSF1-IT2,0.001266720596418931,0.16509786248289957,0.7822585492354563
RSF1-IT1,0.0005067138949673177,0.4139479216683543,0.3830542934474505
AAMDC,0.07019977671235901,3.2163961457294885e-32,10.0
AP002812.2,0.12118317660895248,1.2085871379261177e-58,10.0
AP002812.5,0.007747656539017602,2.7144083926863424e-05,4.566323210607588
INTS4,0.3629291678565561,5.076638261828003e-194,10.0
KCTD14,0.021111063064353744,2.0495402629595246e-12,9.991188947456578
AP003032.1,0.001519820979905138,0.03381160078401726,1.4709342661275935
THRSP,0.0007599425604522506,0.1795738702332344,0.7457568569541697
NDUFC2,0.049438521796150534,1.592781855244318e-29,10.0
ALG8,0.30864450309833774,3.347103004499579e-171,10.0
KCTD21-AS1,0.03390662167807221,3.9080787337730885e-17,9.99999983027433
KCTD21,0.044928708280325046,2.9420515493297513e-22,9.999999999998723
USP35,0.04095789613210431,8.50903698375766e-19,9.999999996304572
GAB2,0.5526570752089373,2.634221846288392e-257,10.0
AP003086.1,0.022061304325658407,1.0193380334528636e-15,9.99999557309373
LINC02728,0.022674630375759043,7.948023662084384e-12,9.966785304422924
NARS2,0.5093346993628113,8.7082913668764e-290,10.0
AP003110.1,0.004559334657716688,5.582587861852218e-05,4.253163655092192
TENM4,0.06628319243632586,2.5692497806790913e-12,9.988982821019794
AP002768.1,0.001519820979905138,0.03381160078401725,1.4709342661275935
AP002957.1,0.007642466385029675,2.704508892070918e-05,4.567909980502747
AP001547.1,0.004559783644712229,0.0019725499235418785,2.70497197434276
AP001978.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AP006295.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LINC02720,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AP003464.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
MIR4300HG,0.005721249946143871,0.0005950981121174086,3.2254113545053453
PRCP,0.1728371932373789,5.6419481966252385e-84,10.0
DDIAS,0.015074140995167348,6.998534938151216e-10,9.096989553826115
AP000893.2,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
RAB30,0.08619584032806374,3.5928851068168885e-26,10.0
RAB30-DT,0.6739657915054579,0.0,10.0
AP001767.3,0.005066625821678272,0.0024911390609330176,2.6036020110675873
PCF11,0.3538489003843361,4.355857944594748e-169,10.0
AP000873.4,0.004306041851232392,9.440451565940931e-05,4.025006771523887
AP000873.2,0.31275892160392127,8.093468523891536e-194,10.0
PCF11-AS1,0.02360036218053586,1.2750486272499167e-16,9.99999944625377
ANKRD42,0.11521840077499121,5.359774410461121e-66,10.0
AP000873.3,0.0007599425604522506,0.17957387023323437,0.7457568569541698
CCDC90B,0.14526549207088565,3.081890060477416e-76,10.0
AP000446.1,0.12929672180465995,4.2087595481523564e-61,10.0
DLG2,2.329888902427597,0.0,10.0
AP002370.2,0.003799584520262526,0.0017381190896748337,2.7599204455839987
AP001825.1,0.029804100669305014,1.0558568513894757e-20,9.999999999954145
AP000857.2,0.011651789803274424,6.803877729748839e-10,9.107689543699786
TMEM126B,0.18612899523564655,1.113350944581733e-105,10.0
TMEM126A,0.024211688960496833,8.566738668767154e-19,9.999999996279513
CREBZF,0.5728739272777164,0.0,10.0
CCDC89,0.0020265348748724553,0.0323421932155802,1.4902305313512636
SYTL2,0.644990845141492,0.0,10.0
CCDC83,0.0007599425604522506,0.1795738702332344,0.7457568569541697
AP003128.1,0.0012664640324214793,0.025328755274128843,1.5963861504158583
PICALM,0.8995653116128011,0.0,10.0
LINC02695,0.0007599425604522506,0.1795738702332344,0.7457568569541697
EED,0.19487595944899497,6.513105762157617e-109,10.0
HIKESHI,0.16863377791217876,1.8425827699362386e-99,10.0
CCDC81,0.012202057606743814,6.169393733776243e-08,7.209054131867711
AP001831.1,1.1621418376852475,0.0,10.0
ME3,0.43420179514584256,1.0348716262624137e-226,10.0
AP003059.1,0.12243108688171903,2.339534362718459e-69,10.0
AP003059.2,0.11807738971944651,8.912323205716213e-66,10.0
PRSS23,0.13052479057845548,4.464914466023523e-49,10.0
AP000654.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AP001528.1,0.00971309009471793,0.0002918721003548495,3.5348072678329268
FZD4,0.030211404377965295,1.4640500369131086e-15,9.99999364175802
FZD4-DT,0.1481281551764252,6.75065507861949e-89,10.0
TMEM135,0.6295319818117628,0.0,10.0
LINC02711,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AP000676.5,0.2983544230245635,1.1469523669287621e-121,10.0
AP005436.3,0.0005065856129685917,0.15732549492643716,0.8032008930658616
AP005436.1,0.06141104392124293,2.3980650057335617e-36,10.0
AP005436.2,0.0010132353669365464,0.10234677057594604,0.9899258559789323
RAB38,0.5166925613788755,0.0,10.0
CTSC,0.29262564762598187,3.4708122689755335e-131,10.0
AP003120.1,0.024298540213503528,1.2276721812582048e-15,9.99999466832019
GRM5-AS1,0.01264617314123484,3.934445253263373e-09,8.394216173459782
GRM5,0.008038850083142476,0.000609972379213264,3.214689759080121
TYR,0.0007598784194528875,0.08326450676424414,1.0795400857228503
NOX4,0.007604761875465993,0.14960886452947436,0.8250426728779306
AP003400.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
TRIM49,0.00025329280648429586,0.31737180895174844,0.49843165261899913
TRIM49C,0.0007598784194528875,0.0832645067642441,1.0795400857228505
NAALAD2,0.0005069704589647694,0.592386338695194,0.22739496543488397
CHORDC1,0.2617846139819827,1.3186958091029626e-158,10.0
DISC1FP1,0.4511592233128458,4.1438807611421375e-187,10.0
LINC02748,0.0012664640324214793,0.025328755274128843,1.5963861504158583
FAT3,0.01990236473722594,7.010238636099461e-11,9.769289593641153
SLC36A4,0.3710924351906555,1.2358504071407695e-197,10.0
AP003969.1,0.0005065856129685917,0.15732549492643716,0.8032008930658616
DEUP1,0.038613775803367834,2.623634643274888e-21,9.999999999988606
SMCO4,0.29614596004348825,1.1518639402144993e-159,10.0
CEP295,0.27731844958748947,1.3055587259509408e-128,10.0
SCARNA9,0.010830082715337596,7.218829369299074e-08,7.140932026303858
TAF1D,0.6460996423450472,0.0,10.0
C11orf54,0.5315188156469612,0.0,10.0
MED17,0.35456985755155,2.0524848978012384e-203,10.0
VSTM5,0.004454272785727489,0.0003764474337542309,3.424295543736325
HEPHL1,0.010892718595893278,1.3465078534442903e-06,5.870758857046468
PANX1,0.11616158894660711,1.1412699696504675e-63,10.0
AP002784.1,0.012646109000235476,2.389692955826264e-09,8.603854209455523
GPR83,0.001519756838905775,0.01428738127359978,1.84504736247627
MRE11,0.25096046997383675,3.519580206287006e-122,10.0
AP000786.1,0.007598848335528238,1.0738181700593822e-07,6.968665000324258
ANKRD49,0.05527103079075021,2.59541900996083e-29,10.0
FUT4,0.021469893350742758,5.6575107420217136e-12,9.976099625371006
PIWIL4,0.10970010501956606,4.110927647808747e-56,10.0
AP000943.2,0.008506995209555607,1.7530925749648493e-07,6.755947489798118
LINC02700,0.0012664640324214793,0.025328755274128856,1.596386150415858
AMOTL1,0.3828245821390719,6.709341011901929e-199,10.0
AP002383.2,-0.0006543941813881244,0.40196526881367994,0.39581146972834763
CWC15,0.12122805412349713,6.037190369652185e-66,10.0
KDM4D,0.040404769523851955,7.956431842933036e-26,10.0
SRSF8,0.05286105451188214,2.469203153124644e-30,10.0
ENDOD1,0.25609407674539153,4.0882888262393925e-148,10.0
AP000787.1,0.10936798282589219,1.8470145418116676e-62,10.0
SESN3,0.38610621266279666,2.29047959718846e-194,10.0
AP001790.1,0.0007598784194528875,0.08326450676424414,1.0795400857228503
AP000820.2,0.00475067051371832,0.00034454346725550403,3.4627558540979146
FAM76B,0.12476100115553343,2.5961390120240697e-66,10.0
CEP57,0.42124428940957515,2.987162527428828e-212,10.0
MTMR2,0.23873806541229792,1.5522389541873112e-120,10.0
MAML2,1.2656050780966694,0.0,10.0
AP000779.1,0.004306170133231119,0.0003849135396996107,3.4146366990864427
CCDC82,0.2025363263652581,2.475685946739919e-106,10.0
JRKL,0.15808932006405083,1.9488747937708705e-79,10.0
JRKL-AS1,0.0005066497539679547,0.31716494389601185,0.4987148209459914
LINC02737,0.0010132353669365464,0.10234677057594599,0.9899258559789326
AP003066.1,0.011165238297458868,1.0023918525274917e-06,5.998919148300529
LINC02553,0.0005065856129685917,0.15732549492643716,0.8032008930658616
LINC02713,0.0007598784194528875,0.08326450676424414,1.0795400857228503
CNTN5,0.05588313816186295,1.2165859449240256e-28,10.0
AP001351.1,0.0017730496453900709,0.00813481783337502,2.0896521626306757
ARHGAP42,0.6217336401451439,0.0,10.0
PGR,0.3111438985788038,3.9488229722039e-164,10.0
PGR-AS1,0.20359613806899818,2.0584664654071293e-107,10.0
TRPC6,0.07363426063434343,1.6909068540061046e-23,9.999999999999927
ANGPTL5,0.0010132353669365464,0.10234677057594604,0.9899258559789323
CEP126,0.37524596206943217,1.2971577471309196e-208,10.0
CFAP300,0.17688189460910408,1.110133030743392e-107,10.0
AP001527.1,0.005572762447651323,9.711515482349774e-05,4.012712545938469
AP001527.2,0.0048564379367005105,0.005047463819775401,2.2969267767921395
YAP1,1.4416126930356936,0.0,10.0
AP000942.2,-0.0002531645244855699,0.5638199207243172,0.24885958374778447
BIRC3,0.04212327851121681,2.596816805368774e-10,9.444081681292838
BIRC2,0.21055623819610694,7.324543414158938e-117,10.0
TMEM123,0.34714467121315395,4.643080019088227e-187,10.0
AP001830.1,0.04072555840626292,3.789048850941029e-24,9.999999999999984
AP001830.2,0.0012664640324214793,0.025328755274128843,1.5963861504158583
MMP7,0.10396957847724499,9.685901972024436e-50,10.0
MMP20,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AP000851.1,0.0009080452129486211,0.09147215015580784,1.038711111739753
AP000851.2,0.0017730496453900709,0.008134817833375036,2.0896521626306748
MMP10,0.0020265348748724553,0.0323421932155802,1.4902305313512636
MMP1,0.008612660971459052,5.0820267254321055e-06,5.293954509795351
MMP3,0.00025329280648429586,0.31737180895174844,0.49843165261899913
MMP12,0.00014829507549445954,0.803040533069339,0.09526253331719736
MMP13,0.001161338019432917,0.11970841952959932,0.921875302642218
DCUN1D5,0.16213087727397635,8.031625030672274e-91,10.0
DYNC2H1,0.676739181824534,0.0,10.0
AP002961.1,0.006585677109591055,8.567201752001592e-07,6.067110315898257
AP002989.1,0.0008424782940319965,0.6348804810840377,0.19730802470446634
PDGFD,0.011422941904574348,0.005809096521965357,2.2358913998988093
LINC02552,0.00010529181506667429,0.8705639326171231,0.06019932953607588
CASP4,0.3621098998143981,4.276221869167044e-198,10.0
CASP5,0.003441459784866506,0.015368130984790679,1.8133789437503152
CASP1,0.0848327895417286,8.173538791209023e-44,10.0
CARD16,0.03586487414399667,6.950627134688737e-22,9.999999999996982
CARD18,0.0006118132870359032,0.34374796005514524,0.46375987031366017
GRIA4,0.0007599425604522506,0.1795738702332344,0.7457568569541697
MSANTD4,0.1132239933125476,1.532585835524119e-70,10.0
KBTBD3,0.08185170988203594,1.8049460835071284e-51,10.0
AASDHPPT,0.22818928074009723,1.604060589726922e-140,10.0
AP001001.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LINC02719,0.0007598784194528875,0.08326450676424414,1.0795400857228503
GUCY1A2,-0.004465594100285894,0.36297565606285287,0.44012250099326755
AP000766.1,0.016002026973002518,2.1250813759128876e-09,8.652654101328592
CWF19L2,0.364774275504262,1.3579390993743579e-176,10.0
ALKBH8,0.14886746550221072,1.38726835689176e-72,10.0
ELMOD1,0.0015627976194129464,0.08762851851013047,1.0573545301404517
SLC35F2,0.29881791487330917,4.602724433323259e-161,10.0
RAB39A,0.00046471026960936274,0.7766951441580826,0.10974940995878112
AP003307.1,0.015242854104542625,1.2663645230890518e-07,6.897098454100716
CUL5,0.6906285171751885,0.0,10.0
AP002433.1,0.000865106093520199,0.2125622258714747,0.6725139106016061
ACAT1,0.1923909293759658,6.087463304360251e-105,10.0
AP002433.2,0.018788376126328502,3.7615943653484186e-11,9.861331247498718
NPAT,0.264048487042014,2.9549188447308655e-131,10.0
ATM,0.35326312050685754,2.2642219900674786e-117,10.0
C11orf65,0.24736027117497653,1.0919046728558179e-134,10.0
POGLUT3,0.11939038596844069,1.8991019223904147e-70,10.0
EXPH5,1.208188696019325,0.0,10.0
DDX10,0.4697344017931505,7.822719250936594e-255,10.0
AP003123.1,1.2828199872597524e-07,0.9997979079754883,8.77762773898245e-05
AP003049.2,0.02824136719089143,2.0916531237431769e-19,9.999999999091607
LINC02715,0.00025329280648429586,0.31737180895174844,0.49843165261899913
RDX,0.37482575792522244,1.374650893455559e-218,10.0
AP001981.2,0.00101374849493145,0.39285496444484264,0.40576775426451867
ZC3H12C,0.29584319389566355,1.9350193605416872e-162,10.0
LINC02732,0.003187937035304735,0.006586910771495761,2.181318213024169
FDX1,0.3574897846994587,1.554940987805832e-214,10.0
ARHGAP20,0.6348461788369435,8.4015352715233e-310,10.0
AP003973.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LINC02550,0.0097118871374906,1.8328786399790066e-06,5.736842595917926
C11orf53,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
COLCA1,0.14408796748313082,1.2458116356922592e-89,10.0
COLCA2,0.06677247726324079,1.453584235299682e-38,10.0
AP002448.1,0.0010132353669365464,0.1023467705759459,0.9899258559789329
POU2AF1,-0.09031980873395803,4.482404992707992e-30,10.0
AP002008.3,-0.0005064573309698658,0.15732548826910236,0.803200911443327
BTG4,-0.0002531645244855699,0.5638199207243172,0.24885958374778447
AP002008.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
LAYN,-0.0004231725541874948,0.8358830428050888,0.07785448497045687
SIK2,0.599702304506021,1.7626133415769694e-282,10.0
PPP2R1B,0.1714794215903124,4.616251469322301e-96,10.0
AP001781.1,0.003293063048293298,0.00449814111900309,2.3469669140246565
ALG9,0.2583049125655624,1.5540527518300048e-137,10.0
ALG9-IT1,0.002026342451874367,0.00466464569964041,2.3311813279307265
FDXACB1,0.008359496446973482,1.6027121236057825e-05,4.795141768129752
C11orf1,0.04764485079472213,3.984994273236339e-32,10.0
CRYAB,0.0005066497539679547,0.31716494389601185,0.4987148209459914
HSPB2,0.0014147591079159388,0.08478664224579965,1.071672562984512
C11orf52,0.12249867371956502,4.756577973500711e-68,10.0
DIXDC1,0.33159708800793664,2.0059537707972788e-159,10.0
AP000907.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
DLAT,0.14185446025425474,1.1838723569457814e-82,10.0
PIH1D2,0.057844423096966406,2.7308437427142513e-38,10.0
NKAPD1,0.1259743403316716,2.178487855960253e-81,10.0
TIMM8B,0.05826745044621463,3.1627382572963577e-31,10.0
SDHD,0.11911629331892087,4.606243029694607e-62,10.0
IL18,0.18685518313052263,5.44770178442344e-90,10.0
TEX12,0.004813140592195887,0.0017380361614099571,2.7599411669172893
BCO2,0.026694454545636855,1.6904281001360906e-12,9.992719924352889
PTS,0.24726146285782577,6.257888591705654e-126,10.0
PLET1,0.005572762447651323,9.711515482349767e-05,4.012712545938469
AP002884.3,0.009669321964898945,1.0829835273871461e-05,4.965374138968813
LINC02762,0.7351866342026337,0.0,10.0
LINC02763,0.24846446767899694,2.9131696925609136e-117,10.0
AP003100.2,0.001519820979905138,0.03381160078401726,1.4709342661275935
AP000802.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
NCAM1,0.0006322431393445275,0.7195538169471397,0.14293671865226215
AP000880.1,0.004602696143220673,0.0012948628707399098,2.8877761884941524
TTC12,0.5010276007947666,1.7785537808506294e-282,10.0
AP002840.2,0.0037997128022612525,0.002653994599481643,2.5760999488371343
ANKK1,0.034919921186008125,5.4928364689644945e-18,9.999999976144915
AP002840.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
DRD2,6.414099936298762e-08,0.9998571174595716,6.205748900723472e-05
TMPRSS5,0.011993548286908899,5.840938573280818e-05,4.233516617495742
ZW10,0.1572461281264472,2.804847781559015e-74,10.0
AP003170.4,-0.0007596218554554357,0.17969144142006055,0.7454726073046347
USP28,0.2957267939915886,6.564847622860052e-154,10.0
AP003170.3,0.0022797635403573884,0.012480098346138911,1.9037819888165544
HTR3B,0.00025335694748365885,0.5635565583937999,0.24906249166907551
HTR3A,1.9242299808880023e-07,0.999752457466479,0.00010751962129853093
ZBTB16,0.004310516103855234,0.22908354493614738,0.6400061048597193
AP002518.2,0.03698899461255225,1.0691363090663673e-19,9.99999999953568
NNMT,0.2897701525434786,1.3098392014532197e-126,10.0
AP002518.1,1.9242299808880023e-07,0.999752457466479,0.00010751962129853093
C11orf71,0.07367953290857582,1.053103451446631e-44,10.0
RBM7,0.06354842453911824,4.055869523693682e-35,10.0
REXO2,0.1760238603638746,8.446202226593461e-101,10.0
NXPE1,-0.0005063931899705028,0.3173488015797143,0.49846313725823393
NXPE4,-0.001414208459841649,0.05553164322155612,1.2554594744668566
NXPE2,-0.0002532286654849329,0.3173717934256071,0.4984316738651132
CADM1,1.746536703994395,0.0,10.0
AP000465.1,0.014839213710584255,6.494123547667574e-14,9.999718055337112
AP000462.3,0.002026342451874367,0.00466464569964041,2.3311813279307265
AP000462.1,0.006079091496622463,2.4257088504047073e-06,5.6151434237848195
AP000462.2,0.0012664640324214793,0.025328755274128856,1.596386150415858
AP003174.1,0.003292806484295846,0.0003087577655068992,3.5103819700797003
AP000997.3,0.0005065856129685917,0.15732549492643716,0.8032008930658616
LINC02698,0.018265452748946052,1.9364129098986504e-07,6.712777810679991
LINC00900,0.0062278997001118264,0.0003460749479016561,3.460829712318911
LINC02703,0.0013717558474881535,0.11023952149690286,0.9576626801269069
LINC02151,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
BUD13,0.07911401447363992,1.639826349849106e-36,10.0
AP006216.1,-0.0002531645244855699,0.5638199207243171,0.24885958374778455
ZPR1,0.053393405780445866,1.0797318061754875e-26,10.0
APOA5,0.00025329280648429586,0.31737180895174844,0.49843165261899913
APOA1,0.0002534852294823847,0.7051320102877029,0.1517295695107466
APOA1-AS,0.0036515193878455423,0.003543106019270648,2.45061583995486
SIK3,0.7780841571951744,0.0,10.0
AP000936.1,1.2828199872597524e-07,0.9997979079754883,8.77762773898245e-05
PAFAH1B2,0.18804805698907617,6.421862769575085e-99,10.0
SIDT2,0.09711981140966604,1.5815028615937895e-43,10.0
TAGLN,0.014985135957551417,0.0006887071499927994,3.161965345190527
PCSK7,0.2550340142110562,3.82839480834379e-106,10.0
RNF214,0.3061650078433731,2.5916275992802928e-166,10.0
BACE1,0.13998218291844186,2.33471679010875e-67,10.0
BACE1-AS,0.04513738340223807,2.680346768426483e-26,10.0
AP000892.3,-0.0010125298159435537,0.31711283735258705,0.4987861763836032
CEP164,0.30793703393235483,1.4607644617006641e-142,10.0
AP000892.1,0.0012665281734208422,0.05867778717693925,1.2315262716442636
DSCAML1,0.010493088560642036,0.0014213633660772596,2.847294851609898
FXYD2,0.005004898814273083,0.010204861220994682,1.9911928927544755
AP000757.1,0.003441293982788394,0.0059921480013618,2.2224174611948837
FXYD6,0.001606645611991859,0.31662753841313307,0.49945131529748243
TMPRSS13,0.1113126038008608,1.3255520600680657e-55,10.0
IL10RA,-0.035545975838228334,4.199945566180353e-07,6.376652945803275
SMIM35,0.01583453254261514,2.372455190819508e-09,8.606871570532064
TMPRSS4,0.3035932871956517,1.4414007145555957e-152,10.0
SCN4B,0.0003587770445490589,0.6997849888876362,0.155035377757311
SCN2B,0.00025335694748365885,0.5635565583937999,0.24906249166907551
JAML,-0.028156234621347673,8.165312846715474e-07,6.087973986524254
MPZL3,0.27858425961723726,1.4990500735228646e-156,10.0
MPZL2,0.5513852502382244,0.0,10.0
CD3E,-0.016989401966314713,1.7056442920986285e-10,9.567729300174861
CD3D,-0.0077447968149662455,5.58421206627836e-07,6.2529603324022665
CD3G,-0.011375993753451465,2.8476263122016027e-09,8.530527575370526
UBE4A,0.33705437206636657,1.964349537157197e-169,10.0
AP001267.1,0.006227322431117559,5.7990998200509896e-06,5.236631926731967
ATP5MG,0.12121690111436192,3.761243378411992e-87,10.0
AP001267.4,0.0005066497539679547,0.3171649438960121,0.49871482094599107
AP001267.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
KMT2A,0.711139103144572,0.0,10.0
AP001267.3,0.024212843498485362,7.605434478829353e-15,9.999966971273707
TTC36,0.0017733062093875226,0.07039769240567052,1.1524415759214968
TMEM25,0.09473383656384365,8.858988341960972e-55,10.0
IFT46,0.0844914534241697,2.427730811621895e-48,10.0
ARCN1,0.20938402311356386,5.0177849942994916e-114,10.0
PHLDB1,0.26200875283723857,2.1369554758302184e-110,10.0
AP000941.1,0.0068398678900664315,0.0003300358705413677,3.481438723890938
TREH,0.001013363648935272,0.20555014718552425,0.6870822076928382
AP002954.1,0.033986908468913495,2.1358714024974943e-19,9.999999999072402
AP002954.2,0.07413666910105891,9.980124485948808e-51,10.0
DDX6,0.4937264860414696,3.99196157814339e-271,10.0
AP004609.3,0.012814731347691417,1.7220860403904275e-06,5.7639199353732025
CXCR5,-0.000252998722407458,0.7523009198608872,0.12360840709787661
AP004609.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
BCL9L,0.1329166232856373,3.786045550799223e-46,10.0
UPK2,0.05504222081987377,2.294521600413714e-27,10.0
FOXR1,0.00025335694748365885,0.5635565583937999,0.24906249166907551
CCDC84-DT,0.06937432489033513,1.243980300442506e-39,10.0
CCDC84,0.4682273876723321,3.2049665694295386e-274,10.0
AP003392.1,0.0005067138949673177,0.4139479216683543,0.3830542934474505
RPS25,0.08035364121495443,1.7563390625520964e-55,10.0
TRAPPC4,0.06375946805540653,1.2539667437458926e-33,10.0
SLC37A4,0.06586625036250407,1.1755819979377867e-37,10.0
HYOU1,0.13691785390212882,1.7719055133567767e-53,10.0
AP003392.4,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AP003392.5,0.01650732976598385,4.0344597010454175e-14,9.999824820976697
VPS11,0.08972569077716311,7.006967880267446e-42,10.0
HMBS,0.06426450338523099,1.6539333776784652e-37,10.0
H2AFX,0.00435040297180621,0.033930467021533996,1.4694101613714416
DPAGT1,0.114686523913163,5.94296843408494e-60,10.0
C2CD2L,0.0370096958313505,4.28634844843495e-17,9.999999813846292
HINFP,0.1317424063166624,1.006918919590457e-74,10.0
NLRX1,0.1617163189917811,4.799744920206438e-87,10.0
PDZD3,0.0012665281734208422,0.05867778717693929,1.2315262716442634
CCDC153,0.029025406821686986,1.2883294385656599e-18,9.999999994404856
CBL,0.20664273232602445,4.920205092706753e-78,10.0
MCAM,0.004871494465643238,0.031567622771608655,1.500758120439504
RNF26,0.006839648846148366,0.00017256992938351467,3.763034626949653
USP2,0.017354802509515817,1.610099353276513e-09,8.766978657253283
USP2-AS1,0.009038448504128256,5.6492309463606095e-05,4.248009901729724
THY1,-0.001010931113560638,0.6909385467176957,0.1605605777557673
AP003396.5,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AP003393.1,0.00025335694748365885,0.5635565583937999,0.24906249166907551
NECTIN1,0.2655124917805576,1.549712128329944e-126,10.0
NECTIN1-AS1,1.2828199872597524e-07,0.9997979079754883,8.77762773898245e-05
AP003390.1,0.006271004621618361,0.0005413829444507144,3.266495350000316
AP001994.2,0.0006550089704617772,0.44570887654761826,0.35094871650684656
AP001994.3,0.009056685744030735,3.550460070053378e-07,6.449593063845078
TRIM29,0.0010131712259371835,0.04548657234186341,1.3421167874098325
OAF,0.03540300190454784,8.045298537453704e-17,9.999999650597264
POU2F3,0.48695448156186905,1.871843848889554e-236,10.0
AP001150.1,0.001519756838905775,0.01428738127359978,1.84504736247627
TLCD5,0.047373245708176595,1.0845497003841465e-29,10.0
ARHGEF12,1.1420319656308664,0.0,10.0
GRIK4,0.05536003198505451,1.017220051476137e-20,9.999999999955822
AP004147.1,0.0007598784194528875,0.0832645067642441,1.0795400857228505
TBCEL,0.36022113237758757,6.746518222734986e-204,10.0
TECTA,0.0501897085037422,8.290805199345799e-27,10.0
SC5D,0.20380828350624475,1.7095299874090435e-124,10.0
AP000977.1,0.008254306292985555,1.6065991304926705e-05,4.7940897692341125
SORL1,0.8482469025849579,0.0,10.0
AP001977.1,0.008212265147548217,0.0005280055744103178,3.2773614101331443
AP001924.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
MIR100HG,0.32088572233555424,3.670447119665926e-128,10.0
BLID,0.007599425604522505,2.066681315403668e-05,4.684724385505298
AP000755.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
UBASH3B,0.3034681782232359,5.305925070347963e-115,10.0
AP002762.3,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AP002762.2,0.011293370983801565,1.9016125362331905e-09,8.69861998762675
CRTAM,-0.0007595577144560727,0.2568053572831144,0.5903959204098251
JHY,-0.002486503533130119,0.344715080324091,0.46253971687720863
HSPA8,0.048217869074836925,1.2533199121615616e-22,9.999999999999456
AP000926.2,0.11806202728799912,2.3334921837645496e-69,10.0
